Ember Spirit 		19 	2 	22 	1,8 	20 	1,8 	5,6 	201 	310 	1,08 	580 	290 	52 	56 	150 	1,7 	0,4 	0,3 	1800 	800 	0,6 	24 	0,75
Enchantress 		16 	1 	19 	1,8 	16 	2,8 	5,6 	191 	335 	0,66 	520 	242 	47 	57 	550 	1,7 	0,3 	0,7 	1800 	800 	0,4 	24 	0,25
Enigma 		17 	2,1 	14 	1 	20 	3,4 	6,5 	213,5 	300 	3,96 	540 	290 	42 	48 	500 	1,7 	0,4 	0,77 	1800 	800 	0,5 	24 	0,25
Faceless Void 		23 	1,8 	23 	2,65 	15 	1,5 	5,95 	209,75 	300 	3,22 	660 	230 	56 	62 	150 	1,7 	0,5 	0,56 	1800 	800 	1 	24 	0,75
Gyrocopter 		18 	1,8 	24 	2,8 	19 	2,1 	6,7 	228,5 	315 	4,36 	560 	278 	37 	47 	365 	1,7 	0,2 	0,97 	1800 	800 	0,6 	24 	0,25
Huskar 		21 	2,4 	15 	1,4 	18 	1,5 	5,3 	186,5 	300 	1,1 	620 	266 	42 	51 	400 	1,6 	0,4 	0,5 	1800 	800 	0,5 	24 	0,25
Invoker 		17 	1,7 	14 	1,9 	16 	4 	7,6 	237 	280 	1,8 	540 	242 	35 	41 	600 	1,7 	0,4 	0,7 	1800 	800 	0,5 	24 	0,25
Io 		17 	1,9 	14 	1,6 	23 	1,7 	5,2 	184 	295 	-0,04 	540 	326 	43 	52 	575 	1,7 	0,15 	0,4 	1800 	800 	0,7 	24 	0,25
Jakiro 		25 	2,3 	10 	1,2 	28 	2,8 	6,3 	220,5 	290 	2,4 	700 	386 	53 	61 	400 	1,7 	0,4 	0,5 	1800 	800 	0,5 	24 	0,25
Juggernaut 		20 	1,9 	26 	2,4 	14 	1,4 	5,7 	202,5 	305 	3,64 	600 	218 	48 	52 	150 	1,4 	0,33 	0,84 	1800 	800 	0,6 	24 	0,75
Keeper of the Light 		14 	1,8 	15 	1,6 	25 	2,8 	6,2 	209 	335 	1,1 	480 	350 	40 	54 	600 	1,7 	0,3 	0,85 	1800 	800 	0,5 	24 	0,25
Kunkka 		24 	3 	14 	1,3 	18 	1,5 	5,8 	201 	300 	3,96 	680 	266 	50 	60 	150 	1,7 	0,4 	0,3 	1800 	800 	0,6 	24 	0,25
Legion Commander 		26 	2,6 	18 	1,7 	20 	2,2 	6,5 	226,5 	320 	2,52 	720 	290 	61 	65 	150 	1,7 	0,46 	0,64 	1800 	800 	0,5 	24 	0,25
Leshrac 		16 	1,5 	23 	1,7 	26 	3 	6,2 	220 	325 	3,22 	520 	362 	41 	45 	600 	1,7 	0,4 	0,77 	1800 	800 	0,5 	24 	0,25
Lich 		18 	1,55 	15 	2 	18 	3,25 	6,8 	221 	315 	1,1 	560 	266 	42 	51 	550 	1,7 	0,46 	0,54 	1800 	800 	0,5 	24 	0,25
Lifestealer 		25 	3 	18 	1,9 	15 	1,75 	6,65 	224,25 	315 	1,52 	700 	230 	57 	67 	150 	1,85 	0,39 	0,44 	1800 	800 	1 	24 	0,25
Lina 		18 	1,5 	16 	1,5 	27 	3,2 	6,2 	216 	295 	1,24 	560 	374 	40 	58 	670 	1,6 	0,75 	0,78 	1800 	800 	0,5 	24 	0,25
Lion 		16 	1,7 	15 	1,5 	20 	3 	6,2 	206 	290 	1,1 	520 	290 	49 	55 	600 	1,7 	0,43 	0,74 	1800 	800 	0,5 	24 	0,25
Lone Druid 		17 	2,1 	24 	2,7 	13 	1,4 	6,2 	209 	325 	3,36 	540 	206 	46 	50 	550 	1,7 	0,33 	0,53 	1800 	800 	0,4 	24 	0,5
Luna 		15 	2,2 	18 	3,3 	16 	1,85 	7,35 	232,75 	335 	3,52 	500 	242 	44 	50 	330 	1,7 	0,46 	0,54 	1800 	800 	0,6 	24 	0,25
Lycan 		22 	3 	16 	1,9 	17 	1,55 	6,45 	216,25 	305 	3,24 	640 	254 	58 	63 	150 	1,7 	0,55 	0,55 	1800 	800 	0,5 	8 	0,25
Magnus 		21 	2,9 	15 	2,5 	19 	1,65 	7,05 	231,25 	315 	4,1 	620 	278 	53 	65 	150 	1,7 	0,5 	0,84 	1800 	800 	0,8 	24 	0,75
Medusa 		14 	1,65 	20 	2,5 	19 	2,1 	6,25 	209,25 	290 	1,8 	480 	278 	44 	50 	600 	1,7 	0,5 	0,6 	1800 	800 	0,5 	24 	0,25
Meepo 		23 	1,3 	23 	2,2 	20 	1,6 	5,1 	193,5 	315 	4,22 	660 	290 	43 	49 	150 	1,7 	0,38 	0,6 	1800 	800 	0,65 	24 	0,25
Mirana 		17 	1,85 	20 	3,3 	17 	1,65 	6,8 	224 	300 	1,8 	540 	254 	38 	49 	630 	1,7 	0,3 	0,7 	1800 	800 	0,4 	24 	0,25
Monkey King 		18 	2,2 	22 	3,2 	20 	1,8 	7,2 	240 	305 	3,14 	560 	290 	30 	36 	300 	1,7 	0,45 	0,2 	1800 	800 	0,6 	24 	0,75
Morphling 		19 	2 	24 	3,7 	17 	1,1 	6,8 	230 	285 	1,36 	580 	254 	33 	42 	350 	1,6 	0,5 	0,5 	1800 	800 	0,6 	24 	0,25
Naga Siren 		21 	2,5 	21 	2,75 	21 	2 	7,25 	244,25 	320 	5,94 	620 	302 	44 	46 	150 	1,7 	0,5 	0,5 	1800 	800 	0,5 	8 	0,75
Nature's Prophet 		19 	1,8 	18 	1,9 	25 	2,9 	6,6 	227 	295 	3,52 	580 	350 	49 	63 	600 	1,7 	0,4 	0,77 	1800 	800 	0,6 	24 	0,25
Necrophos 		16 	2 	15 	1,7 	22 	2,5 	6,2 	208 	290 	3,1 	520 	314 	44 	48 	550 	1,7 	0,53 	0,47 	1800 	800 	0,5 	24 	0,25
Night Stalker 		23 	2,8 	18 	2,25 	16 	1,6 	6,65 	223,25 	295 	5,52 	660 	242 	61 	65 	150 	1,7 	0,55 	0,55 	1200 	1800 	0,5 	24 	2
Nyx Assassin 		18 	2 	19 	2,2 	18 	2,1 	6,3 	212,5 	305 	3,66 	560 	266 	49 	53 	150 	1,7 	0,46 	0,54 	1800 	800 	0,5 	24 	3,5
Ogre Magi 		23 	3,2 	14 	1,55 	17 	2,4 	7,15 	232,75 	295 	7,96 	660 	254 	58 	64 	150 	1,7 	0,3 	0,3 	1800 	800 	0,6 	24 	3,5
Omniknight 		22 	2,8 	15 	1,75 	17 	1,8 	6,35 	212,75 	305 	5,1 	640 	254 	51 	61 	150 	1,7 	0,433 	0,567 	1800 	800 	0,6 	24 	0,25
Oracle 		18 	1,9 	15 	1,7 	23 	2,9 	6,5 	218,5 	305 	2,1 	560 	326 	39 	45 	620 	1,4 	0,3 	0,7 	1800 	800 	0,4 	24 	0,25
Outworld Devourer 		19 	2,3 	24 	2 	26 	2,7 	7 	244 	315 	3,86 	580 	362 	40 	55 	450 	1,7 	0,46 	0,54 	1800 	800 	0,5 	24 	0,25
Phantom Assassin 		20 	1,85 	23 	3,15 	15 	1,4 	6,4 	218 	310 	4,22 	600 	230 	46 	48 	150 	1,7 	0,3 	0,7 	1800 	800 	0,6 	24 	0,25
Phantom Lancer 		21 	1,7 	29 	2,6 	21 	2 	6,3 	228,5 	290 	4,06 	620 	302 	51 	73 	150 	1,7 	0,5 	0,5 	1800 	800 	0,6 	8 	0,75
Phoenix 		17 	2,9 	12 	1,3 	18 	1,8 	6 	197 	285 	-0,32 	540 	266 	43 	53 	500 	1,7 	0,35 	0,633 	1800 	800 	1 	24 	0,25
Puck 		15 	1,7 	22 	1,7 	25 	2,4 	5,8 	207 	295 	2,08 	500 	350 	47 	58 	550 	1,7 	0,5 	0,8 	1800 	800 	0,4 	24 	0,25
Pudge 		25 	3,2 	14 	1,5 	14 	1,5 	6,2 	208 	285 	0,96 	700 	218 	52 	58 	150 	1,7 	0,5 	1,17 	1800 	800 	0,7 	24 	0,25
Pugna 		17 	1,2 	16 	1 	26 	4,5 	6,7 	226,5 	330 	1,24 	540 	362 	45 	53 	600 	1,7 	0,5 	0,5 	1800 	800 	0,5 	24 	0,25
Queen of Pain 		16 	1,7 	18 	2 	24 	2,5 	6,2 	213 	295 	1,52 	520 	338 	49 	57 	550 	1,5 	0,56 	0,41 	1800 	800 	0,5 	24 	0,25
Razor 		21 	2,3 	22 	2 	19 	1,8 	6,1 	214,5 	295 	2,08 	620 	278 	45 	47 	475 	1,7 	0,3 	0,7 	1800 	800 	0,4 	24 	0,25
Riki 		17 	1,6 	34 	2,2 	14 	1,3 	5,1 	192,5 	290 	4,76 	540 	218 	38 	42 	150 	1,7 	0,3 	0,3 	1800 	800 	0,6 	24 	0,25
Rubick 		19 	1,5 	14 	1,6 	27 	2,4 	5,5 	197,5 	290 	0,96 	580 	374 	44 	54 	600 	1,7 	0,4 	0,77 	1800 	800 	0,7 	24 	0,25
Sand King 		22 	2,6 	19 	2,1 	16 	1,8 	6,5 	219,5 	295 	2,66 	640 	242 	46 	62 	150 	1,7 	0,53 	0,47 	1800 	800 	0,5 	24 	0,25
Shadow Demon 		17 	1,9 	18 	2,2 	23 	2,7 	6,8 	228 	295 	2,52 	540 	326 	50 	54 	500 	1,7 	0,35 	0,5 	1800 	800 	0,6 	24 	0,25
Shadow Fiend 		15 	2 	20 	2,9 	18 	2 	6,9 	225,5 	315 	0,8 	500 	266 	35 	41 	500 	1,7 	0,5 	0,54 	1800 	800 	1 	24 	0,5
Shadow Shaman 		21 	1,8 	16 	1,6 	21 	3 	6,4 	218 	285 	1,24 	620 	302 	47 	54 	500 	1,7 	0,3 	0,5 	1800 	800 	0,4 	24 	0,25
Silencer 		17 	2,2 	22 	3 	27 	2,5 	7,7 	258,5 	295 	1,24 	540 	374 	43 	57 	600 	1,7 	0,5 	0,5 	1800 	800 	0,6 	24 	0,25
Skywrath Mage 		19 	1,5 	13 	0,8 	27 	3,6 	5,9 	206,5 	325 	-0,18 	580 	374 	39 	49 	600 	1,7 	0,4 	0,78 	1800 	800 	0,5 	24 	0,25
Slardar 		21 	2,8 	17 	2,4 	15 	1,5 	6,7 	220,5 	290 	5,38 	620 	230 	51 	59 	150 	1,7 	0,36 	0,64 	1800 	800 	0,5 	24 	0,25
Slark 		21 	1,8 	21 	1,5 	16 	1,9 	5,2 	188 	305 	1,94 	620 	242 	54 	62 	150 	1,7 	0,5 	0,3 	1800 	1800 	0,5 	24 	0,25
Sniper 		16 	1,7 	21 	2,5 	15 	2,6 	6,8 	222 	290 	1,94 	520 	230 	36 	42 	550 	1,7 	0,17 	0,7 	1800 	1100 	0,7 	24 	0,25
Spectre 		19 	2 	23 	1,8 	16 	1,9 	5,7 	200,5 	290 	3,22 	580 	242 	46 	50 	150 	1,7 	0,3 	0,7 	1800 	800 	0,4 	24 	0,25
Spirit Breaker 		29 	2,4 	17 	1,7 	14 	1,8 	5,9 	207,5 	290 	5,38 	780 	218 	60 	70 	150 	1,9 	0,6 	0,3 	1800 	800 	0,4 	24 	0,75
Storm Spirit 		19 	1,5 	22 	1,8 	24 	3 	6,3 	222,5 	285 	5,08 	580 	338 	45 	55 	480 	1,7 	0,5 	0,3 	1800 	800 	0,8 	24 	0,25
Sven 		23 	2,7 	21 	2 	16 	1,3 	6 	210 	290 	4,94 	660 	242 	64 	66 	150 	1,7 	0,4 	0,3 	1800 	800 	0,6 	24 	0,25
Techies 		17 	2 	14 	1,3 	22 	2,9 	6,2 	208 	270 	6,96 	540 	314 	29 	31 	700 	1,7 	0,5 	0,5 	1800 	800 	0,5 	24 	0,25
Templar Assassin 		18 	2,1 	23 	2,7 	20 	2 	6,8 	231 	305 	4,22 	560 	290 	53 	59 	140 	1,7 	0,3 	0,5 	1800 	800 	0,7 	24 	0,25
Terrorblade 		15 	1,4 	22 	3,2 	19 	1,75 	6,35 	214,75 	315 	10,08 	500 	278 	48 	54 	150 	1,5 	0,3 	0,6 	1800 	800 	0,5 	24 	2
Tidehunter 		22 	3 	15 	1,5 	16 	1,7 	6,2 	208 	305 	3,1 	640 	242 	47 	53 	150 	1,7 	0,6 	0,56 	1800 	800 	0,4 	24 	0,25
Timbersaw 		21 	1,8 	16 	1,3 	21 	2,4 	5,5 	195,5 	290 	0,24 	620 	302 	48 	52 	150 	1,7 	0,36 	0,64 	1800 	800 	0,6 	24 	0,25
Tinker 		17 	2 	13 	1,2 	30 	2,2 	5,4 	195 	305 	3,82 	540 	410 	49 	55 	500 	1,7 	0,35 	0,65 	1800 	800 	0,6 	24 	0,25
Tiny 		26 	3 	9 	0,9 	17 	1,6 	5,5 	189,5 	285 	0,26 	720 	254 	63 	69 	150 	1,7 	0,49 	1 	1800 	800 	0,5 	24 	0,25
Treant Protector 		25 	3,3 	15 	2 	17 	1,8 	7,1 	234,5 	300 	1,1 	700 	254 	87 	95 	150 	1,9 	0,6 	0,4 	1800 	800 	0,5 	24 	0,25
Troll Warlord 		20 	2,2 	21 	2,75 	13 	1 	5,95 	202,75 	300 	1,94 	600 	206 	38 	56 	500 	1,7 	0,3 	0,3 	1800 	800 	0,5 	24 	0,25
Tusk 		23 	2,3 	23 	2,1 	18 	1,7 	6,1 	216,5 	305 	3,22 	660 	266 	50 	54 	150 	1,7 	0,36 	0,64 	1800 	800 	0,5 	24 	0,25
Underlord 		25 	2,6 	12 	1,3 	17 	2,6 	6,5 	210 	305 	3,68 	700 	254 	62 	68 	150 	1,7 	0,45 	0,7 	1800 	800 	0,6 	24 	0,25
Undying 		22 	2,1 	10 	0,8 	27 	2,8 	5,7 	201,5 	310 	3,4 	640 	374 	57 	65 	150 	1,7 	0,3 	0,3 	1800 	800 	0,6 	24 	0,25
Ursa 		23 	2,7 	18 	2,1 	16 	1,5 	6,3 	214,5 	310 	5,52 	660 	242 	45 	49 	150 	1,7 	0,3 	0,3 	1800 	800 	0,5 	24 	0,75
Vengeful Spirit 		18 	2,6 	27 	3,3 	13 	1,5 	7,4 	243 	300 	3,78 	560 	206 	39 	53 	400 	1,7 	0,33 	0,64 	1800 	800 	0,6 	24 	0,25
Venomancer 		18 	1,85 	22 	2,6 	17 	1,8 	6,25 	213,25 	285 	3,08 	560 	254 	41 	43 	450 	1,7 	0,3 	0,7 	1800 	800 	0,4 	24 	0,25
Viper 		20 	2,1 	21 	2,9 	15 	1,8 	6,8 	226 	285 	1,94 	600 	230 	44 	46 	575 	1,7 	0,33 	1 	1800 	800 	0,4 	24 	0,25
Visage 		22 	2,4 	11 	1,3 	24 	2,5 	6,2 	212 	285 	-0,46 	640 	338 	48 	58 	600 	1,7 	0,46 	0,54 	1800 	800 	0,5 	24 	0,25
Warlock 		22 	2,5 	10 	1 	24 	2,7 	6,2 	211 	295 	2,4 	640 	338 	46 	56 	600 	1,7 	0,3 	0,3 	1800 	800 	0,4 	24 	0,25
Weaver 		15 	1,5 	14 	2,8 	15 	1,8 	6,1 	196,5 	290 	0,96 	500 	230 	55 	65 	425 	1,8 	0,64 	0,36 	1800 	800 	0,5 	24 	0,25
Windranger 		15 	2,5 	17 	1,4 	22 	2,6 	6,5 	216,5 	295 	1,38 	500 	314 	44 	56 	600 	1,5 	0,4 	0,3 	1800 	800 	0,6 	24 	0,25
Winter Wyvern 		24 	2,1 	16 	1,9 	25 	3,1 	7,1 	242,5 	285 	1,24 	680 	350 	38 	45 	425 	1,7 	0,25 	0,8 	1800 	800 	0,4 	24 	0,25
Witch Doctor 		16 	1,8 	13 	1,4 	24 	2,9 	6,1 	205,5 	305 	0,82 	520 	338 	51 	61 	600 	1,7 	0,4 	0,5 	1800 	800 	0,4 	24 	0,25
Wraith King 		22 	2,9 	18 	1,7 	18 	1,6 	6,2 	213 	300 	2,52 	640 	266 	61 	63 	150 	1,7 	0,56 	0,44 	1800 	800 	0,4 	24 	0,25
Zeus 		19 	2,3 	11 	1,2 	20 	2,7 	6,2 	205 	295 	1,54 	580 	290 	41 	49 	350 	1,7 	0,633 	0,366 	1800 	800 	0,6 	24 	0,25
